tau_us,P_x
0.1999918619791666,1.0
0.205078125,1.0
0.2101643880208333,1.0
0.2152506510416666,0.9764060703521967
0.2203369140625,0.979151355793228
0.2254231770833333,0.9752604990975071
0.2305094401041666,1.0
0.235595703125,1.0
0.2406819661458333,0.9752485170136763
0.2457682291666666,1.0
0.2508544921875,1.0
0.2559407552083333,0.9694588445521738
0.2610270182291667,0.9923277042896027
0.26611328125,1.0
0.2711995442708333,1.0
0.2762858072916667,0.9452493541987799
0.2813720703125,1.0
0.2864583333333333,1.0
0.2915445963541667,0.9821435577221265
0.296630859375,1.0
0.3017171223958333,1.0
0.3068033854166667,0.9695927511026227
0.3118896484375,1.0
0.3169759114583333,1.0
0.3220621744791667,1.0
0.3271484375,0.9423389465660872
0.3322347005208333,0.9588170827665601
0.3373209635416667,1.0
0.3424072265625,1.0
0.3474934895833333,1.0
0.3525797526041667,0.9948484767157176
0.357666015625,1.0
0.3627522786458333,0.9261826061739354
0.3678385416666667,0.9616078646373373
0.3729248046875,1.0
0.3780110677083333,1.0
0.3830973307291667,0.9337146051505048
0.38818359375,0.9284051400841731
0.3932698567708333,0.9938828738547659
0.3983561197916667,1.0
0.4034423828125,1.0
0.4085286458333333,1.0
0.4136149088541667,1.0
0.418701171875,0.973567394237248
0.4237874348958333,0.9410148639559961
0.4288736979166667,0.978713426496132
0.4339599609375,1.0
0.4390462239583333,1.0
0.4441324869791667,1.0
0.44921875,0.983474554278931
0.4543050130208333,1.0
0.4593912760416667,0.9844516001712362
0.4644775390625,1.0
0.4695638020833333,1.0
0.4746500651041667,1.0
0.479736328125,0.9775350600150841
0.4848225911458333,1.0
0.4899088541666667,0.9594579199499311
0.4949951171875,0.8933287337267002
0.5000813802083334,0.9549561038665564
0.5051676432291667,0.9803455656189084
0.51025390625,0.9931743446670263
0.5153401692708334,0.8768125910337389
0.5204264322916667,0.8897425438892127
0.5255126953125,0.916270495673085
0.5305989583333334,0.8768255216724012
0.5356852213541667,0.7927992949235814
0.540771484375,0.8226780949921415
0.5458577473958334,0.7353926543717229
0.5509440104166667,0.731640222240797
0.5560302734375,0.6962830895178036
0.5611165364583334,0.5900062239210118
0.5662027994791667,0.4436416289255845
0.5712890625,0.485392303995794
0.5763753255208334,0.5203306955261999
0.5814615885416667,0.4913637118353884
0.5865478515625,0.5340043331405762
0.5916341145833334,0.5902527409717361
0.5967203776041667,0.5742335853294278
0.601806640625,0.5498508107093207
0.6068929036458334,0.5958566523917732
0.6119791666666667,0.560549127074161
0.6170654296875,0.5692379259088401
0.6221516927083334,0.5582285305487169
0.6272379557291667,0.516592712650274
0.63232421875,0.5664660784842606
0.6374104817708334,0.5806989578334716
0.6424967447916667,0.6364294660064279
0.6475830078125,0.6067584079145285
0.6526692708333334,0.6251825600004204
0.6577555338541667,0.6695988558424775
0.662841796875,0.7416377785397285
0.6679280598958334,0.9142081243479111
0.6730143229166667,0.8650749473324882
0.6781005859375,0.9436990773389223
0.6831868489583334,0.9091389761126196
0.6882731119791667,0.8692810693855032
0.693359375,0.9088732479538301
0.6984456380208334,0.8131081733352982
0.7035319010416667,0.9011179215036573
0.7086181640625,1.0
0.7137044270833334,0.9215648223526859
0.7187906901041667,0.8730932043060822
0.723876953125,0.9746699872560044
0.7289632161458334,0.8422740755514798
0.7340494791666667,1.0
0.7391357421875,0.9006757586965917
0.7442220052083334,0.9189307723238905
0.7493082682291667,0.9279739472410934
0.75439453125,0.9432611051920878
0.7594807942708334,0.9962775151575204
0.7645670572916667,0.9616273864437468
0.7696533203125,0.8791427629779658
0.7747395833333334,1.0
0.7798258463541667,0.9253579107954215
0.784912109375,0.9138224695963284
0.7899983723958334,0.9367156434797651
0.7950846354166667,0.9431086938000253
0.8001708984375,0.9229403966117059
0.8052571614583334,1.0
0.8103434244791667,0.8918797006181252
0.8154296875,0.9822886976263447
0.8205159505208334,0.911282182167058
0.8256022135416667,0.8830064892260547
0.8306884765625,1.0
0.8357747395833334,0.9667246921125547
0.8408610026041667,0.9502513966360131
0.845947265625,1.0
0.8510335286458334,0.9314033709331271
0.8561197916666667,1.0
0.8612060546875,0.964255194161007
0.8662923177083334,0.9512172796849148
0.8713785807291667,1.0
0.87646484375,0.9670914746359728
0.8815511067708334,0.9842353296823005
0.8866373697916667,1.0
0.8917236328125,0.9666330836020591
0.8968098958333334,0.90443832265631
0.9018961588541669,0.970015987527282
0.906982421875,0.9652421626171285
